id,numero_item,descricao_item,grupo_itens,unidade_de_medida_de_estoque,ultimo_preco_avaliacao,ultimo_preco_compra,estoque_baixo,unidade_medida_estoque,data_registro
19637,PEC002150,(1) CALCO DE AJUSTE VOLVO 14560215,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19638,PEC002151,CALCO DE AJUSTE VOLVO 14673426,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19639,PEC002152,CALCO DE AJUSTE VOLVO 14673427,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19640,PEC002153,CALCO DE AJUSTE VOLVO 15000438,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19641,PEC002154,CALCO DE AJUSTE VOLVO EC380 14607330,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19642,PEC002155,(1) CALCO DE CABINE 4852984,26-PECAS,,,3408.45,,UNIDADE,2025-07-21 17:53:52.095246+00
19643,PEC002156,CALCO DE DESGASTE 26337627,26-PECAS,,,445.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19644,PEC002157,CALCO DE MOLA 2558679,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19645,PEC002158,CALCO DESLIZANTE 20782568,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19646,PEC002159,CALCO DESLIZANTE 20841018,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19647,PEC002160,CALCO DESLIZANTE 23610938,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19648,PEC002161,CALCO DESLIZANTE 23611008,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19649,PEC002162,CALCO DESLIZANTE DA LAMINA CAT 140K 1781685,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19650,PEC002163,CALCO DESLIZANTE DO EXAUSTOR 55050557,26-PECAS,,,690.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19651,PEC002164,CALCO DESLIZANTE DO MARTELO DX700/DG810 23501478,26-PECAS,,,200.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19652,PEC002165,(1) CALCO DO BRACO 12750763,26-PECAS,,,36.62,,UNIDADE,2025-07-21 17:53:52.095246+00
19653,PEC002166,(1) CALCO DO BRACO 13737741,26-PECAS,,,81.68,,UNIDADE,2025-07-21 17:53:52.095246+00
19654,PEC002167,"CALCO DO CIRCULO 0,25 CAT 140K 6G1915",26-PECAS,,,28.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19655,PEC002168,"CALCO DO CIRCULO 0,76 CAT 40K 6G1914",26-PECAS,,,20.8,,UNIDADE,2025-07-21 17:53:52.095246+00
19656,PEC002169,CALCO DO MAGAZINE 23475368,26-PECAS,,,790.5,,UNIDADE,2025-07-21 17:53:52.095246+00
19657,PEC002170,CALCO DO RADIADOR 85446019,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19658,PEC002171,CALCO DO SUPORTE DO MOTOR EC700 60110242,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19659,PEC002172,CALCO JG PC 972L 1188276,26-PECAS,,,92.21,,UNIDADE,2025-07-21 17:53:52.095246+00
19660,PEC002173,CALCO LOBO PW28283,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19661,PEC002174,CALCO LOBO PW31797,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19662,PEC002175,CALCO MOLA 137675,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19663,PEC002176,(1) CALCO PE DA LANCA 13737739,26-PECAS,,,90.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19664,PEC002177,(1) CALCO PE DA LANCA 13737740,26-PECAS,,,120.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19665,PEC002178,(1) CALCO PE DA LANCA 13737759,26-PECAS,,,90.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19666,PEC002179,CALCO PILOTO G210 1.00MM 3892637352,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19667,PEC002181,(1) CALCO PINO DA LANCA 12750764,26-PECAS,,,45.08,,UNIDADE,2025-07-21 17:53:52.095246+00
19668,PEC002183,(1) CALCO PINO DA LANCA 13737744,26-PECAS,,,34.34,,UNIDADE,2025-07-21 17:53:52.095246+00
19669,PEC002184,(1) CALCO PISTAO DO H 13737743,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19670,PEC002185,(1) CALCO PISTAO DO H 13737742,26-PECAS,,,120.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19671,PEC002186,CALCO RODA,26-PECAS,,,91.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19672,PEC002187,CALCO VO DT FEIXE DE MOLA FMX VO1954,26-PECAS,,,470.05,,UNIDADE,2025-07-21 17:53:52.095246+00
19673,PEC002188,CALCO VOLVO 48406,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19674,PEC002189,CALCO VOLVO 4850222,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19675,PEC002190,CALCO VOLVO 4850223,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19676,PEC002191,CALCO VOLVO 4850224,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19677,PEC002192,CALCO VOLVO 4850225,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19678,PEC002193,CALCO VOLVO 4930277,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19679,PEC002194,CAPA CALCO DO GRAMPO DE MOLA FMX 22118973,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19680,PEC002195,CASQUILHO DO PISTAO 140K 2795267,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19681,PEC002196,CASQUILHO MOVEL STD 2697290,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19682,PEC002197,CICLONE PRIMARIO COMPLETO 55165871,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19683,PEC002198,DESLIZANTE 4826734,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19684,PEC002199,JOGO DE CALCO DAS LANCAS TELESCOPIO 35/40/43/45/50,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19685,PEC002200,KIT CALCOS CAT 9P1922,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19686,PEC002201,KIT DE CALCOS CAT 9P1478,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19687,PEC002202,PE DE LANCA 55003429,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19688,PEC002203,RESSALTO EC480 823019550,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19689,PEC002204,SEPARADOR DO COXIM DA CABINE D6T 1853666,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19690,PEC002205,CAMISA 14534187,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19691,PEC002206,CAMISA 4695313,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19692,PEC002207,CAMISA 4695315,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19693,PEC002208,CAMISA COMPRESOR COM PISTAO ACTROS 5411300108,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19694,PEC002209,CAMISA DE BICO 3256575,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19695,PEC002210,CAMISA DE CILINDRO 2206260,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19696,PEC002211,CAMISA DO CILINDRO,26-PECAS,,,1900.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19697,PEC002212,JOGO CAMISA CILINDROS MOTOR L120 20865990,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19698,PEC002213,JOGO DE PECAS CAMISA A5410304837,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19699,PEC002214,CAPA 1153183,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19700,PEC002215,CAPA 1P3934,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19701,PEC002216,CAPA 1V8852,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19702,PEC002217,CAPA 22453968,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19703,PEC002218,CAPA 2D9454,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19704,PEC002219,CAPA 2P8986,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19705,PEC002220,CAPA 416F 6D1734,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19706,PEC002221,CAPA 6S2828,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19707,PEC002222,CAPA 6V0330,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19708,PEC002223,CAPA 88640349,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19709,PEC002224,CAPA 8D1817,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19710,PEC002225,CAPA 8E7927,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19711,PEC002226,CAPA DE BORRACHA 0019889535,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19712,PEC002227,CAPA DE BORRACHA DO CONECTOR DEP 450,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19713,PEC002228,CAPA DE EIXO 12020,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19714,PEC002229,CAPA DE MANCAL D8T 1933063,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19715,PEC002230,(1) CAPA DE ROLAMENTO 1B4038,26-PECAS,,,810.785,,UNIDADE,2025-07-21 17:53:52.095246+00
19716,PEC002231,(1) CAPA DE ROLAMENTO 4W1203,26-PECAS,,,35.69,,UNIDADE,2025-07-21 17:53:52.095246+00
19717,PEC002232,CAPA DE VEDACAO,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19718,PEC002233,CAPA DO COTOVELO DO CABECOTE DO MARTELO LINHA DE AR,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19719,PEC002234,CAPA DO ROLAMENTO 1P4693,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19720,PEC002235,CAPA ESPIRAL PARA PROTECAO DE MANGUEIA 1POL,26-PECAS,,,50.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19721,PEC002236,CAPA LATA LEVE 19X15X10,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19722,PEC002237,CAPA LIMPADOR 8529212020,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19723,PEC002238,CAPA LOCACAO DE COURO P/ RADIO MTP3100/3200/3500 (CLIP),26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19724,PEC002239,CAPA M00820-04 -R7 PILOT IMP,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19725,PEC002240,CAPA PRENSADA NO SKIVE R1/R2,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19726,PEC002241,CAPA PROTECAO DO SUPORTE HP1152,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19727,PEC002242,CAPA PROTETORA A0005467735,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19728,PEC002243,CAPA PROTETORA A0005469535,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19729,PEC002244,CAPA PROTETORA A9060170488,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19730,PEC002245,CAPA VOLANTE 37X39,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19731,PEC002246,PISTA DO ROLAMENTO 2493505,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19732,PEC002247,REVESTIMENTO DA COLUNA DE DIRECAO A9434600195,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19733,PEC002248,ACABAMENTO LE 9607510230,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19734,PEC002249,ALOJAMENTO CUBO DA RODA 3191853,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19735,PEC002250,CARCA DO FILTRO DE AR DO MOTOR 2456375,26-PECAS,,,245.74,,UNIDADE,2025-07-21 17:53:52.095246+00
19736,PEC002251,CARCACA PW 32826,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19737,PEC002252,CARCACA 05410678,26-PECAS,,,15312.68,,UNIDADE,2025-07-21 17:53:52.095246+00
19738,PEC002253,CARCACA 14566402,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19739,PEC002254,CARCACA 1522259,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19740,PEC002255,CARCACA 20862782,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19741,PEC002256,CARCACA 2382720,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19742,PEC002257,CARCACA 3398176,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19743,PEC002258,CARCACA 4826766,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19744,PEC002259,CARCACA 797546323,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19745,PEC002260,CARCACA 82356819,26-PECAS,,,449.1,,UNIDADE,2025-07-21 17:53:52.095246+00
19746,PEC002261,CARCACA 82359213,26-PECAS,,,190.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19747,PEC002262,CARCACA 993454,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19748,PEC002263,CARCACA 994345,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19749,PEC002264,CARCACA 994469,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19750,PEC002265,CARCACA CONECTOR MADULADOR FREIO VO993378,26-PECAS,,,401.94,,UNIDADE,2025-07-21 17:53:52.095246+00
19751,PEC002266,CARCACA DA COLUNA DE DIRECAO FMX370 20481333,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19752,PEC002267,CARCACA DA ENGRENAGEM 21392880,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19753,PEC002268,CARCACA DA MACANETA LH SCANIA G440 1486797,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19754,PEC002269,CARCACA DA MACANETA RH SCANIA G440 1486798,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19755,PEC002270,CARCACA DA TOMADA 0155456526,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19756,PEC002271,CARCACA DIANTEIRA G330 9452608812,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19757,PEC002272,CARCACA DIFERENCIAL DIANTEIRO FMX460/500 23442866,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19758,PEC002273,CARCACA DIFERENCIAL DIANTEIRO VOLVO FMX460 23442860,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19759,PEC002274,CARCACA DIFERENCIAL FMX LO1524915DX,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19760,PEC002275,CARCACA DIFERENCIAL VO1524854,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19761,PEC002276,CARCACA DO CUBO COMANDO FINAL D6T 9G9180,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19762,PEC002277,CARCACA DO DIFERENCIAL 1524856,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19763,PEC002278,CARCACA DO DRENO DO MOTOR A0000180070,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19764,PEC002279,CARCACA DO FILTRO DE AR FMX460/500 22337566,26-PECAS,,,4401.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19765,PEC002280,CARCACA DO FILTRO DE AR MN 140K 2643762,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19766,PEC002281,CARCACA DO FILTRO DE OLEO MOTOR EC700 1752378,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19767,PEC002282,CARCACA DO FREIO DX800 55167739,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19768,PEC002283,CARCACA DO REDUTOR DE GIRO SY365 13752922,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19769,PEC002284,CARCACA DO RETROVISOR 82356808,26-PECAS,,,220.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19770,PEC002285,CARCACA DO VOLANTE 23610539,26-PECAS,,,16807.96,,UNIDADE,2025-07-21 17:53:52.095246+00
19771,PEC002286,CARCACA EC700/750 8131393,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19772,PEC002287,CARCACA ENCAIXE 0065459126,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19773,PEC002288,CARCACA TRANSFERENCIA 2480356,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19774,PEC002289,CARCACA V0984849,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19775,PEC002290,CARCACA VO25559149,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19776,PEC002291,CARCACA VO60110514,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19777,PEC002292,CARCACA VO990051,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19778,PEC002293,(1) CAMARA DE AR 1200R24 INDUSTRIAL,26-PECAS,,,450.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19779,PEC002294,CARDAN DA BOMBA DE AGUA PIPA,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19780,PEC002295,GARFO DO CARDAN,26-PECAS,,,191.82,,UNIDADE,2025-07-21 17:53:52.095246+00
19781,PEC002296,PROTETOR ARO 24 (FURO CENTRAL),26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19782,PEC002297,"TERMINAL FURO RED 25,0MM C/ CHAV",26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19783,PEC002298,CARENAGEM 14534416,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19784,PEC002299,CARENAGEM 61880085,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19785,PEC002300,CARENAGEM DA CAIXA DO AR-CONDICIONADO FMX500 84171315,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19786,PEC002301,CARENAGEM DO JOYSTICK EC700/750 14693326,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19787,PEC002302,CARENAGEM NO FAROL L556 LIEBHERR 13425509,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19788,PEC002303,SIM CARD 4G P60 HRS 2 3 4FF UNID OLHAL,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19789,PEC002304,TAMPA TRASEIRA JEEP COMPASS 53483108,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19790,PEC002305,BUCHA SANDVIK 15238718,26-PECAS,,,5950.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19791,PEC002306,BUCHA 61880031,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19792,PEC002307,CASQUILHO APOIO BARRA DE TORCAO 2EIXO 9413230421,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19793,PEC002308,CASQUILHO DA BIELA -STD A5410303660,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19794,PEC002309,CASQUILHO DA RODA GUIA D6T 1656946,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19795,PEC002310,CASQUILHO DA RODA GUIA D6T 4521402,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19796,PEC002311,(1) CASQUILHO SANDVIK 55035051,26-PECAS,,,3215.89,,UNIDADE,2025-07-21 17:53:52.095246+00
19797,PEC002312,(1) CASQUILHO SANDVIK BG00926618,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19798,PEC002313,CASQUILHO STD,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19799,PEC002314,(1) CILINDRO DO BRACO,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19800,PEC002315,JOGO DE CASQUILHO DA BIELA P310 1443857,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19801,PEC002316,JOGO DE CASQUILHO DO MANCAL P310 1449204,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19802,PEC002317,JOGO DE CASQUILHO FIXO STD 1449203,26-PECAS,,,,,JOGO,2025-07-21 17:53:52.095246+00
19803,PEC002318,KIT CASQUILHO FIXO STD 4484217,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19804,PEC002319,KIT CASQUILHO MOVEL STD 4367781,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19805,PEC002320,HASTE CATALIZADOR,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19806,PEC002321,ROTULA GE30ES,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19807,PEC002322,CATRACA DE FREIO TRASEIRA LE ACTROS 9453200938,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19808,PEC002323,TAMPA DO TANQUE DE COMBUSTIVEL,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19809,PEC002324,CHAPA ACO FREIO A9429940101,26-PECAS,,,36.44,,UNIDADE,2025-07-21 17:53:52.095246+00
19810,PEC002325,CHAPA ALG DIANTEIRA FH FM FMX COM ROSCA,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19811,PEC002326,CHAPA ALG DIANTEIRA FH FM FMX SEM ROSCA,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19812,PEC002328,CHAPA DA TAMPA LATERAL EC480/700 14540156,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19813,PEC002329,CHAPA DA VALVULA EC480 108102330,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19814,PEC002330,CHAPA DE ACO 55085631,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19815,PEC002331,CHAPA DE ACO CAPTACAO OLEO AROCS A94235602820064,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19816,PEC002332,"CHAPA DE ACO GALVANIZADO N18 1,25MM 2X1,20M",26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19817,PEC002333,CHAPA DE ACO LATERAL DAPONTA DA LANCA (ALO). DE RETENTOR 14670717,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19818,PEC002334,CHAPA DE AMARRACAO INFERIOR AXOR 9453120987,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19819,PEC002335,CHAPA DE COBERTURA DO CUBO DE RODA ACTROS 9463560127,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19820,PEC002336,CHAPA DE DESGASTE 14748167,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19821,PEC002337,CHAPA DE DESGASTE 966 1618573,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19822,PEC002338,CHAPA DE PROTECAO /SUPORTE GUIA DA CASTANHA CENTRAL PW32958,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19823,PEC002339,(1) CHAPA DE SEGURANCA A9909940400,26-PECAS,,,7.31,,UNIDADE,2025-07-21 17:53:52.095246+00
19824,PEC002340,CHAPA DEGRAU 87082999,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19825,PEC002341,CHAPA FRONTAL DA CABINE 4876761,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19826,PEC002342,CHAPA MB DT JUMELO AXOR MB422,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19827,PEC002343,CHAPA MEIA LUA 55055935,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19828,PEC002344,CHAPA PROTECAO CARTER DE OLEO A94252068230064,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19829,PEC002345,CHAPA PROTETORA A3054231020,26-PECAS,,,130.5,,UNIDADE,2025-07-21 17:53:52.095246+00
19830,PEC002346,CHAPA PROTETORA A3464200944,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19831,PEC002347,CHAPA PROTETORA A9304920030,26-PECAS,,,497.08,,UNIDADE,2025-07-21 17:53:52.095246+00
19832,PEC002348,CHAPA PROTETORA DO MOTOR 9605203822,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19833,PEC002349,CHAPA RETENTORA A3553560882,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19834,PEC002350,CHAPA VO ALG DIANT. FH FM FMX COM ROSCA VO1925,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19835,PEC002351,CHAPA VO ALG DIANT. FH FM FMX SEM ROSCA VO1933,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19836,PEC002352,CHAPA VO ALG DT FH/FM/FMX/NH FURO 25X105 VO1932,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19837,PEC002353,CHAPA VOE14601037,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19838,PEC002354,CHAPA VOLVO 117456841,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19839,PEC002355,CHAPA VOLVO 14531022,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19840,PEC002356,FILTRO DE OLEO DIESEL UTILIZADO NA LINH,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19841,PEC002357,KIT CHAPA DE DESGATE 162978,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19842,PEC002358,PLACA DE PROTECAO 1629840,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19843,PEC002359,SELO MECANICO 2300690,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19844,PEC002360,CAVILHA 8E8439,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19845,PEC002361,CHAVETA 4X6 5 DIN N006888004002,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19846,PEC002362,CHAVETA 797573912,26-PECAS,,,20.0,,UNIDADE,2025-07-21 17:53:52.095246+00
19847,PEC002363,CHAVETA CONICA SCANIA 1488787,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
19848,PEC002365,CHAVETA DA BOMBA DE DIRECAO FMX370 1505357,26-PECAS,,,,,UNIDADE,2025-07-21 17:53:52.095246+00
